Date,Year,Month,Day,Weekday,Week_Number,Year_Week,Open,High,Low,Close,Volume,Adj Close,Return,Short_MA,Long_MA
2015-05-13,2015,5,13,Wednesday,19,2015-19,247.61,248.3,242.25,243.18,5440200,243.18,-0.006374163530148302,232.83571428571457,209.0298
2015-05-14,2015,5,14,Thursday,19,2015-19,244.82,244.89,241.25,244.1,2895900,244.1,0.003783261186955267,234.669285714286,209.863
2015-05-15,2015,5,15,Friday,19,2015-19,243.93,249.4,242.5,248.84,4527600,248.84,0.019418230708134088,235.904285714286,210.8272
2015-05-18,2015,5,18,Monday,20,2015-20,247.0,249.9,246.0,248.75,3353200,248.75,-0.0003616634753861314,237.20928571428598,211.92460000000003
2015-05-19,2015,5,19,Tuesday,20,2015-20,248.43,251.0,246.15,247.14,3674200,247.14,-0.006472364262719799,238.2585714285717,213.04980000000003
2015-05-20,2015,5,20,Wednesday,20,2015-20,247.13,247.74,241.37,244.35,3755600,244.35,-0.011289120713049883,239.56571428571456,214.13040000000004
2015-05-21,2015,5,21,Thursday,20,2015-20,243.03,246.62,242.36,245.62,1970600,245.62,0.005197417564761109,240.96500000000023,215.16800000000006
2015-05-22,2015,5,22,Friday,20,2015-20,245.38,248.6,245.01,247.73,2223100,247.73,0.008590508314866074,242.19500000000022,216.30120000000005
2015-05-26,2015,5,26,Tuesday,21,2015-21,247.68,252.0,246.5,247.46,3498700,247.46,-0.0010898519288266018,243.2314285714288,217.47680000000003
2015-05-27,2015,5,27,Wednesday,21,2015-21,248.51,249.5,245.55,247.43,3408200,247.43,-0.0001212884396332159,244.44571428571453,218.51140000000004
2015-05-28,2015,5,28,Thursday,21,2015-21,247.03,251.8,245.05,251.45,3647300,251.45,0.01624703710729425,245.49214285714308,219.64580000000007
2015-05-29,2015,5,29,Friday,21,2015-21,251.0,252.87,249.43,250.8,3789300,250.8,-0.002584982717729667,246.5057142857145,220.64760000000007
2015-06-01,2015,6,1,Monday,22,2015-22,251.41,251.6,247.47,249.45,2505100,249.45,-0.005382799390305504,247.21714285714305,221.7236000000001
2015-06-02,2015,6,2,Tuesday,22,2015-22,248.92,249.4,246.3,248.35,2134800,248.35,-0.004409664695064319,247.47500000000016,222.7290000000001
2015-06-03,2015,6,3,Wednesday,22,2015-22,248.2,250.72,247.01,248.99,1781500,248.99,0.0025770057335197105,247.89000000000016,223.7162000000001
2015-06-04,2015,6,4,Thursday,22,2015-22,247.5,249.3,245.71,245.92,2453600,245.92,-0.012329841585962953,248.02000000000018,224.60020000000011
2015-06-05,2015,6,5,Friday,22,2015-22,246.0,249.7,245.68,249.14,3022000,249.14,0.013093694065868577,248.04142857142872,225.69700000000012
2015-06-08,2015,6,8,Monday,23,2015-23,250.85,258.75,250.31,256.29,5017000,256.29,0.028698760427028125,248.58000000000015,227.01460000000014
2015-06-09,2015,6,9,Tuesday,23,2015-23,255.4,257.74,254.14,256.0,2611100,256.0,-0.0011315639909974529,249.2128571428573,228.43460000000013
2015-06-10,2015,6,10,Wednesday,23,2015-23,251.9,254.0,248.5,250.7,3454500,250.7,-0.020703136920928955,249.66642857142872,229.63720000000015
2015-06-11,2015,6,11,Thursday,23,2015-23,253.26,254.37,250.43,251.41,2044100,251.41,0.002832097018388824,250.08000000000015,230.89000000000016
2015-06-12,2015,6,12,Friday,23,2015-23,250.21,253.46,250.21,250.69,1422300,250.69,-0.0028638527115683043,250.29142857142872,232.15200000000016
2015-06-15,2015,6,15,Monday,24,2015-24,249.7,251.28,246.01,250.38,2186200,250.38,-0.0012365772690364762,250.50000000000017,233.33960000000013
2015-06-16,2015,6,16,Tuesday,24,2015-24,250.13,253.44,249.1,253.12,1984700,253.12,0.010943326866925451,250.90642857142873,234.34000000000015
2015-06-17,2015,6,17,Wednesday,24,2015-24,252.17,264.36,252.02,260.41,5512900,260.41,0.028800603214087506,251.54642857142875,235.48320000000015
2015-06-18,2015,6,18,Thursday,24,2015-24,262.0,263.46,260.02,261.89,2782700,261.89,0.005683387602299916,252.33857142857158,236.56760000000014
2015-06-19,2015,6,19,Friday,24,2015-24,262.4,263.8,260.1,262.51,2463000,262.51,0.0023673873859597627,253.27142857142871,237.61600000000013
2015-06-22,2015,6,22,Monday,25,2015-25,262.15,264.4,255.69,259.79,4561100,259.79,-0.010361514302374975,254.08857142857158,238.59380000000016
2015-06-23,2015,6,23,Tuesday,25,2015-25,260.32,268.0,258.57,267.67,3870800,267.67,0.030332209182902137,255.42285714285728,239.75160000000014
2015-06-24,2015,6,24,Wednesday,25,2015-25,266.98,267.35,263.72,265.17,2412300,265.17,-0.009339858312798821,256.79785714285725,240.90580000000017
2015-06-25,2015,6,25,Thursday,25,2015-25,266.45,271.41,265.25,268.79,2849200,268.79,0.013651600610466552,258.2014285714287,242.12500000000017
2015-06-26,2015,6,26,Friday,25,2015-25,268.89,269.11,266.0,267.09,3838400,267.09,-0.00632468526726182,258.9728571428573,243.33280000000016
2015-06-29,2015,6,29,Monday,26,2015-26,261.95,265.95,260.7,262.02,3478900,262.02,-0.018982393177334744,259.4028571428573,244.43740000000017
2015-06-30,2015,6,30,Tuesday,26,2015-26,264.8,270.92,264.0,268.26,3086900,268.26,0.023815056154465886,260.657142857143,245.69720000000015
2015-07-01,2015,7,1,Wednesday,26,2015-26,271.11,272.62,267.85,269.15,2101200,269.15,0.003317617604043699,261.92428571428593,246.89200000000017
2015-07-02,2015,7,2,Thursday,26,2015-26,280.2,282.45,273.31,280.02,7163900,280.02,0.0403863844090151,264.0192857142859,248.10360000000014
2015-07-06,2015,7,6,Monday,27,2015-27,278.88,281.69,276.3,279.72,4121900,279.72,-0.0010713084948879015,266.1150000000002,249.32600000000014
2015-07-07,2015,7,7,Tuesday,27,2015-27,275.0,275.2,260.77,267.88,6105100,267.88,-0.04232802905126798,267.1692857142859,250.3150000000001
2015-07-08,2015,7,8,Wednesday,27,2015-27,259.32,260.8,254.31,254.96,6221100,254.96,-0.04823054327850007,266.7800000000002,250.7832000000001
2015-07-09,2015,7,9,Thursday,27,2015-27,259.08,262.95,256.79,257.92,3334100,257.92,0.011609690288364005,266.4964285714288,251.3320000000001
2015-07-10,2015,7,10,Friday,27,2015-27,262.22,263.0,257.82,259.15,2610900,259.15,0.004768844621259483,266.2564285714288,251.8660000000001
2015-07-13,2015,7,13,Monday,28,2015-28,262.25,262.55,256.05,262.16,2960300,262.16,0.011614932805390499,266.4257142857145,252.5882000000001
2015-07-14,2015,7,14,Tuesday,28,2015-28,262.1,265.99,260.51,265.65,1907600,265.65,0.013312443491086956,266.28142857142876,253.38060000000007
2015-07-15,2015,7,15,Wednesday,28,2015-28,266.74,267.49,262.08,263.14,2021600,263.14,-0.009448444591438343,266.1364285714288,254.03320000000008
2015-07-16,2015,7,16,Thursday,28,2015-28,264.22,267.2,263.16,266.68,1616000,266.68,0.013452830547544314,265.98571428571444,254.70780000000005
2015-07-17,2015,7,17,Friday,28,2015-28,272.5,275.54,268.25,274.66,5004100,274.66,0.029923545843313137,266.5264285714287,255.59240000000005
2015-07-20,2015,7,20,Monday,29,2015-29,275.0,286.65,272.54,282.26,4978500,282.26,0.02767059638164593,267.972142857143,256.50160000000005
2015-07-21,2015,7,21,Tuesday,29,2015-29,270.05,273.5,266.55,266.77,6108700,266.77,-0.05487855245528861,267.86571428571443,257.10480000000007
2015-07-22,2015,7,22,Wednesday,29,2015-29,261.27,269.44,260.86,267.87,3105000,267.87,0.004123425230786459,267.77428571428584,257.6724000000001
2015-07-23,2015,7,23,Thursday,29,2015-29,269.65,269.9,265.27,267.2,2227200,267.2,-0.002501149521666801,266.8585714285715,258.1216000000001
2015-07-24,2015,7,24,Friday,29,2015-29,267.38,271.09,263.92,265.41,2836500,265.41,-0.00669913346985529,265.83642857142866,258.5662000000001
2015-07-27,2015,7,27,Monday,30,2015-30,262.43,264.43,250.79,253.01,4694200,253.01,-0.04672020264563859,264.7742857142858,258.7444000000001
2015-07-28,2015,7,28,Tuesday,30,2015-30,255.75,265.4,251.84,264.82,3895800,264.82,0.04667804859014657,265.4785714285715,259.0640000000001
2015-07-29,2015,7,29,Wednesday,30,2015-30,264.27,267.89,262.0,263.82,2790100,263.82,-0.003776149733187295,265.9000000000001,259.3654000000001
2015-07-30,2015,7,30,Thursday,30,2015-30,262.69,266.94,262.11,266.79,2034600,266.79,0.011257680002461523,266.44571428571436,259.7584000000001
2015-07-31,2015,7,31,Friday,30,2015-30,267.6,269.36,265.12,266.15,2222600,266.15,-0.0023989453425491414,266.7307142857144,260.1944000000001
2015-08-03,2015,8,3,Monday,31,2015-31,266.29,266.71,257.07,259.99,2553500,259.99,-0.0231448574239127,266.32642857142866,260.4818000000001
2015-08-04,2015,8,4,Tuesday,31,2015-31,260.01,266.72,258.34,266.28,2352500,266.28,0.024193271976554076,266.5507142857144,260.8528000000001
2015-08-05,2015,8,5,Wednesday,31,2015-31,263.58,271.0,260.4,270.13,6214300,270.13,0.014458487761623617,266.797142857143,261.3062000000001
2015-08-06,2015,8,6,Thursday,31,2015-31,249.54,255.0,236.12,246.13,14623800,246.13,-0.08884610952571392,264.75928571428585,261.2802000000001
2015-08-07,2015,8,7,Friday,31,2015-31,243.58,243.73,238.39,242.51,5073400,242.51,-0.014707716670708693,261.92000000000013,261.10140000000007
2015-08-10,2015,8,10,Monday,32,2015-32,238.15,242.97,236.05,241.14,4185900,241.14,-0.005649231570737934,260.08928571428584,260.9082000000001
2015-08-11,2015,8,11,Tuesday,32,2015-32,237.15,239.3,234.44,237.37,4264900,237.37,-0.015634089251070904,257.9107142857144,260.6666000000001
2015-08-12,2015,8,12,Wednesday,32,2015-32,235.0,239.77,232.74,238.17,3728000,238.17,0.003370278755589373,255.837142857143,260.4630000000001
2015-08-13,2015,8,13,Thursday,32,2015-32,239.86,246.48,239.12,242.51,4689200,242.51,0.01822226296870544,254.20142857142875,260.3334000000001
2015-08-14,2015,8,14,Friday,32,2015-32,247.24,247.93,241.77,243.15,4364800,243.15,0.0026390639732185583,253.49714285714305,260.2780000000001
2015-08-17,2015,8,17,Monday,33,2015-33,255.56,256.59,250.51,254.99,7176700,254.99,0.04869427058970155,252.79500000000016,260.3950000000001
2015-08-18,2015,8,18,Tuesday,33,2015-33,255.38,260.95,253.56,260.72,4195000,260.72,0.02247145222989011,252.57357142857157,260.4836
2015-08-19,2015,8,19,Wednesday,33,2015-33,260.33,260.65,255.02,255.25,3604300,255.25,-0.020980366658071237,251.74928571428586,260.46860000000004
2015-08-20,2015,8,20,Thursday,33,2015-33,252.06,254.56,241.9,242.18,4905800,242.18,-0.05120472996755632,250.03714285714298,260.2982
2015-08-21,2015,8,21,Friday,33,2015-33,236.0,243.8,230.51,230.77,6590200,230.77,-0.04711367061025329,247.95000000000013,259.88540000000006
2015-08-24,2015,8,24,Monday,34,2015-34,202.79,231.4,195.0,218.87,9581600,218.87,-0.051566533496370526,244.56357142857158,259.249
2015-08-25,2015,8,25,Tuesday,34,2015-34,230.52,230.9,219.12,220.03,4327300,220.03,0.005299966591986616,240.98500000000016,258.64200000000005
2015-08-26,2015,8,26,Wednesday,34,2015-34,227.93,228.0,215.51,224.84,4963000,224.84,0.021860644390669925,239.46428571428586,258.0764000000001
2015-08-27,2015,8,27,Thursday,34,2015-34,231.0,244.75,230.81,242.99,7656000,242.99,0.08072411248396172,239.49857142857158,257.72800000000007
2015-08-28,2015,8,28,Friday,34,2015-34,241.86,251.45,241.57,248.48,5513700,248.48,0.022593481667003923,240.0228571428573,257.4598000000001
2015-08-31,2015,8,31,Monday,35,2015-35,245.62,254.95,245.51,249.06,4700200,249.06,0.002334199295828565,240.8578571428573,257.1908000000001
2015-09-01,2015,9,1,Tuesday,35,2015-35,240.34,246.0,236.97,238.63,5454800,238.63,-0.0418774302498236,240.89071428571447,256.7676
2015-09-02,2015,9,2,Wednesday,35,2015-35,245.3,247.88,239.78,247.69,4629200,247.69,0.03796671572396337,241.26071428571444,256.36800000000005
2015-09-03,2015,9,3,Thursday,35,2015-35,252.06,252.08,245.0,245.57,4194800,245.57,-0.008559066156450967,241.4335714285716,255.97600000000003
2015-09-04,2015,9,4,Friday,35,2015-35,240.89,244.09,238.2,241.93,3689200,241.93,-0.01482271669940416,240.50071428571442,255.43880000000001
2015-09-08,2015,9,8,Tuesday,36,2015-36,245.05,249.16,244.05,248.17,3138200,248.17,0.025792608118359706,239.60428571428585,255.06040000000002
2015-09-09,2015,9,9,Wednesday,36,2015-36,252.05,254.25,248.3,248.91,3390800,248.91,0.0029818491301285555,239.15142857142868,254.7982
2015-09-10,2015,9,10,Thursday,36,2015-36,247.23,250.72,245.33,248.48,2709000,248.48,-0.001727563891542272,239.6014285714287,254.40259999999998
2015-09-11,2015,9,11,Friday,36,2015-36,247.64,250.24,244.73,250.24,2350800,250.24,0.007083104458657896,240.99214285714297,254.02439999999999
2015-09-14,2015,9,14,Monday,37,2015-37,251.1,254.25,249.67,253.19,2890900,253.19,0.01178867041034648,243.44357142857157,253.4878
2015-09-15,2015,9,15,Tuesday,37,2015-37,252.75,254.6,249.5,253.57,2933500,253.57,0.001500868435357905,245.83928571428584,252.9648
2015-09-16,2015,9,16,Wednesday,37,2015-37,253.04,262.88,252.88,262.25,4417100,262.25,0.03423114889405232,248.5114285714287,252.8522
2015-09-17,2015,9,17,Thursday,37,2015-37,263.96,265.5,260.69,262.07,3585800,262.07,-0.0006863400411105669,249.87428571428583,252.9944
2015-09-18,2015,9,18,Friday,37,2015-37,257.96,263.82,257.5,260.62,3763100,260.62,-0.005532919321200258,250.74142857142868,253.04840000000004
2015-09-21,2015,9,21,Monday,38,2015-38,263.98,271.57,255.8,264.2,6120200,264.2,0.01373654039182215,251.82285714285723,253.14940000000007
2015-09-22,2015,9,22,Tuesday,38,2015-38,259.03,262.65,255.87,260.94,3664400,260.94,-0.012339173410296445,253.41642857142867,253.12500000000009
2015-09-23,2015,9,23,Wednesday,38,2015-38,261.95,262.08,257.58,261.06,2600800,261.06,0.00045985711682683394,254.37142857142865,253.03320000000008
2015-09-24,2015,9,24,Thursday,38,2015-38,259.53,263.45,256.21,263.12,3448200,263.12,0.007890897026961774,255.62500000000006,253.0328000000001
2015-09-25,2015,9,25,Friday,38,2015-38,266.61,266.91,256.15,256.91,3773400,256.91,-0.023601366563998027,256.69500000000005,252.8374000000001
2015-09-28,2015,9,28,Monday,39,2015-39,257.35,259.79,246.61,248.43,4901100,248.43,-0.033007710347788266,256.71357142857147,252.3128000000001
2015-09-29,2015,9,29,Tuesday,39,2015-39,250.46,254.73,245.46,246.65,3703200,246.65,-0.007164991473553317,256.55214285714294,251.6006000000001
2015-09-30,2015,9,30,Wednesday,39,2015-39,252.0,252.4,242.34,248.4,4929600,248.4,0.007095074167058124,256.54642857142863,251.23320000000007
2015-10-01,2015,10,1,Thursday,39,2015-39,247.51,248.5,237.13,239.88,4573000,239.88,-0.03429947352262175,255.80642857142863,250.67340000000004
2015-10-02,2015,10,2,Friday,39,2015-39,235.6,247.7,234.93,247.57,4424000,247.57,0.03205770503949679,255.40500000000006,250.28080000000003
2015-10-05,2015,10,5,Monday,40,2015-40,248.84,249.84,244.13,246.15,3689900,246.15,-0.005735805573066521,254.87500000000006,249.8956
2015-10-06,2015,10,6,Tuesday,40,2015-40,240.0,243.03,235.58,241.46,5225200,241.46,-0.019053371110744455,253.39000000000007,249.66459999999998
2015-10-07,2015,10,7,Wednesday,40,2015-40,236.63,237.7,229.12,231.96,6814000,231.96,-0.03934398962912977,251.23928571428578,249.0074
2015-10-08,2015,10,8,Thursday,40,2015-40,230.08,230.72,221.31,226.72,6133200,226.72,-0.022590124769343745,248.8178571428572,248.26539999999997
2015-10-09,2015,10,9,Friday,40,2015-40,220.93,224.37,218.36,220.69,6158400,220.69,-0.026596677605990826,245.71000000000006,247.34339999999997
2015-10-12,2015,10,12,Monday,41,2015-41,222.99,223.0,215.27,215.58,3836300,215.58,-0.023154653830357752,242.47000000000006,246.33199999999997
2015-10-13,2015,10,13,Tuesday,41,2015-41,213.28,222.52,211.13,219.25,5171500,219.25,0.017023834018803807,239.48357142857148,245.51719999999997
2015-10-14,2015,10,14,Wednesday,41,2015-41,220.67,220.95,215.43,216.88,3104400,216.88,-0.010809555836659102,236.18071428571437,244.52919999999995
2015-10-15,2015,10,15,Thursday,41,2015-41,216.43,221.73,213.7,221.31,2844200,221.31,0.020426007820199654,233.63785714285723,243.55279999999996
2015-10-16,2015,10,16,Friday,41,2015-41,223.04,230.48,222.87,227.01,4334500,227.01,0.025755713755014842,232.10785714285726,243.17039999999997
2015-10-19,2015,10,19,Monday,42,2015-42,226.5,231.15,224.94,228.1,2507900,228.1,0.004801601793117838,230.78285714285724,242.88219999999998
2015-10-20,2015,10,20,Tuesday,42,2015-42,227.72,228.6,202.0,213.03,14900000,213.03,-0.0660675445899801,228.25642857142867,242.32
2015-10-21,2015,10,21,Wednesday,42,2015-42,211.99,214.81,208.8,210.09,4151500,210.09,-0.013800884655931211,226.12857142857155,241.77439999999999
2015-10-22,2015,10,22,Thursday,42,2015-42,211.56,215.75,209.4,211.72,2825200,211.72,0.007758603033106493,223.56785714285724,241.24539999999996
2015-10-23,2015,10,23,Friday,42,2015-42,215.0,215.35,207.69,209.09,4235500,209.09,-0.012422089871758968,220.92071428571438,240.57699999999997
2015-10-26,2015,10,26,Monday,43,2015-43,211.38,215.88,210.0,215.26,3391400,215.26,0.029508815710984848,219.04928571428582,240.01919999999998
2015-10-27,2015,10,27,Tuesday,43,2015-43,214.84,217.1,207.51,210.35,3519400,210.35,-0.02280957227825442,217.5057142857144,239.1264
2015-10-28,2015,10,28,Wednesday,43,2015-43,211.31,213.45,208.3,212.96,2728600,212.96,0.01240789415079524,216.52285714285725,238.1712
2015-10-29,2015,10,29,Thursday,43,2015-43,211.75,213.75,210.64,211.63,1805000,211.63,-0.00624531268371753,215.8757142857144,237.29879999999997
2015-10-30,2015,10,30,Friday,43,2015-43,210.4,211.63,203.89,206.93,4438900,206.93,-0.022208628732177327,215.25785714285726,236.5938
2015-11-02,2015,11,2,Monday,44,2015-44,208.92,215.8,207.22,213.79,3927900,213.79,0.03315131132827043,214.86785714285725,236.25419999999997
2015-11-03,2015,11,3,Tuesday,44,2015-44,213.85,214.44,207.75,208.35,8332500,208.35,-0.025445471506874484,214.2585714285715,236.04379999999998
2015-11-04,2015,11,4,Wednesday,44,2015-44,227.0,232.74,225.2,231.63,12726400,231.63,0.11173505206297207,214.9957142857144,236.27579999999995
2015-11-05,2015,11,5,Thursday,44,2015-44,230.58,234.58,229.19,231.77,4496800,231.77,0.0006044095613573219,215.3357142857144,236.41439999999994
2015-11-06,2015,11,6,Friday,44,2015-44,230.7,233.36,229.5,232.36,2445300,232.36,0.0025456112828001753,215.64000000000013,236.20179999999996
2015-11-09,2015,11,9,Monday,45,2015-45,232.99,232.99,224.31,225.33,3850900,225.33,-0.030254771737092567,216.51857142857153,235.73879999999997
2015-11-10,2015,11,10,Tuesday,45,2015-45,223.48,223.7,216.08,216.5,4617000,216.5,-0.03918697802911808,216.97642857142867,235.08759999999998
2015-11-11,2015,11,11,Wednesday,45,2015-45,217.77,219.48,213.63,219.08,3347800,219.08,0.011916867579929269,217.50214285714296,234.6966
2015-11-12,2015,11,12,Thursday,45,2015-45,217.85,219.0,212.66,212.94,2915900,212.94,-0.028026288745347627,217.77714285714296,234.0016
2015-11-13,2015,11,13,Friday,45,2015-45,212.95,212.99,206.52,207.19,3430300,207.19,-0.027002911308701583,217.20071428571438,233.234
2015-11-16,2015,11,16,Monday,46,2015-46,206.09,214.98,205.8,214.31,2925400,214.31,0.0343645689139902,217.48357142857154,232.6816
2015-11-17,2015,11,17,Tuesday,46,2015-46,215.2,216.0,211.4,214.0,2148700,214.0,-0.0014464913542309166,217.55785714285724,231.9982
2015-11-18,2015,11,18,Wednesday,46,2015-46,214.5,221.38,212.52,221.07,2811900,221.07,0.033037417402891345,218.23214285714295,231.4414
2015-11-19,2015,11,19,Thursday,46,2015-46,220.54,226.19,220.3,221.8,2504400,221.8,0.0033021020642951537,219.29428571428585,230.90779999999998
2015-11-20,2015,11,20,Friday,46,2015-46,223.49,225.0,213.58,220.01,4400700,220.01,-0.008070372048210372,219.73857142857156,230.3032
2015-11-23,2015,11,23,Monday,47,2015-47,217.35,219.18,214.68,217.75,2526200,217.75,-0.010272235640484628,220.41000000000014,229.59439999999998
2015-11-24,2015,11,24,Tuesday,47,2015-47,215.37,221.0,215.0,218.25,2480300,218.25,0.0022962112514350874,219.45428571428585,228.888
2015-11-25,2015,11,25,Wednesday,47,2015-47,221.34,230.83,220.38,229.64,3990800,229.64,0.05218785516448321,219.302142857143,228.23579999999998
2015-11-27,2015,11,27,Friday,47,2015-47,231.06,232.25,227.01,231.61,1949400,231.61,0.008578650173920455,219.24857142857155,227.6266
2015-11-30,2015,11,30,Monday,48,2015-48,231.79,234.28,229.08,230.26,2659800,230.26,-0.005828790207495382,219.60071428571442,227.0194
2015-12-01,2015,12,1,Tuesday,48,2015-48,231.06,238.0,231.05,237.19,3734000,237.19,0.030096447927972836,221.07857142857156,226.4792
2015-12-02,2015,12,2,Wednesday,48,2015-48,237.0,238.6,231.23,231.99,2981500,231.99,-0.0219233394945757,222.00071428571442,225.90019999999996
2015-12-03,2015,12,3,Thursday,48,2015-48,235.48,237.45,230.0,232.71,2939600,232.71,0.003103587239340566,223.4128571428573,225.33319999999995
2015-12-04,2015,12,4,Friday,48,2015-48,232.46,233.27,227.66,230.38,2573600,230.38,-0.010012469441933347,225.06928571428585,224.67839999999993
2015-12-07,2015,12,7,Monday,49,2015-49,227.7,235.63,226.15,231.13,3144200,231.13,0.0032554908590332055,226.27071428571443,224.16279999999992
2015-12-08,2015,12,8,Tuesday,49,2015-49,227.52,228.8,224.2,226.72,2687600,226.72,-0.01908018677343659,227.17928571428587,223.7285999999999
2015-12-09,2015,12,9,Wednesday,49,2015-49,226.7,227.5,220.72,224.52,3057800,224.52,-0.009703585640424284,227.4257142857144,223.28599999999992
2015-12-10,2015,12,10,Thursday,49,2015-49,224.71,228.49,223.64,227.07,2071700,227.07,0.011357576176879602,227.802142857143,222.8593999999999
2015-12-11,2015,12,11,Friday,49,2015-49,225.24,225.75,216.64,217.02,3268700,217.02,-0.0442594914677924,227.58857142857156,222.40219999999994
2015-12-14,2015,12,14,Monday,50,2015-50,217.51,220.92,214.87,218.58,2827100,218.58,0.007188266186905157,227.64785714285725,221.82239999999993
2015-12-15,2015,12,15,Tuesday,50,2015-50,221.82,222.22,218.0,221.09,2244400,221.09,0.011483184581432937,227.85071428571442,221.32119999999995
2015-12-16,2015,12,16,Wednesday,50,2015-50,222.1,234.88,220.73,234.51,5104300,234.51,0.060699255467151936,228.19857142857157,221.18219999999997
2015-12-17,2015,12,17,Thursday,50,2015-50,233.94,237.76,229.81,233.39,3298600,233.39,-0.004775895029731303,228.3257142857144,221.21079999999998
2015-12-18,2015,12,18,Friday,50,2015-50,232.89,235.9,229.29,230.46,3014200,230.46,-0.012554062656684684,228.34000000000015,221.2856
2015-12-21,2015,12,21,Monday,51,2015-51,231.69,235.83,231.08,232.56,1953200,232.56,0.009112170370340511,228.00928571428585,221.52299999999997
2015-12-22,2015,12,22,Tuesday,51,2015-51,234.99,236.55,229.63,229.95,1961500,229.95,-0.011222912959026665,227.86357142857156,221.81039999999996
2015-12-23,2015,12,23,Wednesday,51,2015-51,232.18,233.45,228.13,229.7,1555000,229.7,-0.0010871928824432997,227.64857142857156,222.0194
2015-12-24,2015,12,24,Thursday,51,2015-51,230.56,231.88,228.28,230.57,708000,230.57,0.0037875941991092343,227.66214285714298,222.29319999999998
2015-12-28,2015,12,28,Monday,52,2015-52,231.49,231.98,225.54,228.95,1901300,228.95,-0.0070261106150660835,227.50642857142867,222.44600000000003
2015-12-29,2015,12,29,Tuesday,52,2015-52,230.06,237.72,229.55,237.19,2406300,237.19,0.035990415387630925,228.25428571428583,222.64960000000002
2015-12-30,2015,12,30,Wednesday,52,2015-52,236.6,243.63,235.67,238.09,3697900,238.09,0.0037944006375509876,229.22357142857157,222.84940000000003
2015-12-31,2015,12,31,Thursday,52,2015-52,238.51,243.45,238.37,240.01,2715000,240.01,0.008064169845340752,230.14785714285728,223.389
2016-01-04,2016,1,4,Monday,01,2016-01,230.72,231.38,219.0,223.41,6827100,223.41,-0.06916374827988159,230.60428571428585,223.65540000000001
2016-01-05,2016,1,5,Tuesday,01,2016-01,226.36,226.89,220.0,223.43,3186800,223.43,8.947233044276359e-05,230.9507142857144,223.88960000000003
2016-01-06,2016,1,6,Wednesday,01,2016-01,220.0,220.05,215.98,219.04,3779100,219.04,-0.01964820988030358,230.80428571428584,224.08860000000004
2016-01-07,2016,1,7,Thursday,01,2016-01,214.19,218.44,213.67,215.65,3554300,215.65,-0.015476622961817177,229.45714285714297,224.09640000000002
2016-01-08,2016,1,8,Friday,01,2016-01,217.86,220.44,210.77,211.0,3628100,211.0,-0.021562689673510715,227.85785714285726,224.10940000000002
2016-01-11,2016,1,11,Monday,02,2016-02,214.01,214.45,203.0,207.85,4091400,207.85,-0.014928881025992324,226.24285714285725,224.00720000000004
2016-01-12,2016,1,12,Tuesday,02,2016-02,211.6,213.74,205.31,209.97,3091900,209.97,0.010199639427153517,224.6292857142858,223.97400000000005
2016-01-13,2016,1,13,Wednesday,02,2016-02,212.01,212.65,200.0,200.31,4126400,200.31,-0.046006589541120135,222.51214285714295,223.84160000000003
2016-01-14,2016,1,14,Thursday,02,2016-02,202.21,210.0,193.38,206.18,6490700,206.18,0.029304553885137086,220.83214285714297,223.68940000000003
2016-01-15,2016,1,15,Friday,02,2016-02,198.97,205.07,197.25,204.99,5578600,204.99,-0.005771593873749148,219.00500000000008,223.62220000000002
2016-01-19,2016,1,19,Tuesday,03,2016-03,208.71,210.47,200.78,204.72,4038700,204.72,-0.0013171582283310057,217.27428571428578,223.084
2016-01-20,2016,1,20,Wednesday,03,2016-03,199.4,201.28,191.25,198.7,5838600,198.7,-0.029406038670207524,214.52500000000006,222.42260000000002
2016-01-21,2016,1,21,Thursday,03,2016-03,201.55,203.23,195.02,199.97,3166200,199.97,0.006391566643011881,211.80214285714288,221.7748
2016-01-22,2016,1,22,Friday,03,2016-03,204.8,205.5,199.03,202.55,3124100,202.55,0.012901944368181484,209.1264285714286,221.3192
2016-01-25,2016,1,25,Monday,04,2016-04,200.06,203.57,195.88,196.38,2698700,196.38,-0.030461604917224716,207.19571428571433,220.91679999999997
2016-01-26,2016,1,26,Tuesday,04,2016-04,196.7,197.82,188.88,193.56,4964200,193.56,-0.014359951390680359,205.0621428571429,220.40639999999996
2016-01-27,2016,1,27,Wednesday,04,2016-04,192.38,193.26,185.77,188.07,3617200,188.07,-0.028363248107156513,202.85000000000008,219.90899999999993
2016-01-28,2016,1,28,Thursday,04,2016-04,190.79,191.28,182.41,189.7,4592800,189.7,0.00866693018846676,200.99642857142862,219.55919999999995
2016-01-29,2016,1,29,Friday,04,2016-04,189.95,193.74,188.08,191.2,2852300,191.2,0.007907222056567909,199.58214285714288,219.09699999999998
2016-02-01,2016,2,1,Monday,05,2016-05,188.76,199.52,182.75,196.94,5297600,196.94,0.030020949711196288,198.8028571428572,218.7558
2016-02-02,2016,2,2,Tuesday,05,2016-05,192.42,193.12,180.23,182.78,5773600,182.78,-0.07190008879136822,196.86071428571435,217.99
2016-02-03,2016,2,3,Wednesday,05,2016-05,183.59,183.94,170.18,173.48,7931400,173.48,-0.0508808573906786,194.9442857142858,217.02360000000002
2016-02-04,2016,2,4,Thursday,05,2016-05,170.7,175.98,166.99,175.33,4385400,175.33,0.010664088938653116,192.74071428571438,216.13
