Date,Year,Month,Day,Weekday,Week_Number,Year_Week,Open,High,Low,Close,Volume,Adj Close,Return,Short_MA,Long_MA
2017-02-06,2017,2,6,Monday,06,2017-06,251.0,257.82,250.63,257.77,3562500,257.77,0.025623630826797195,250.19714285714312,219.4558000000001
2017-02-07,2017,2,7,Tuesday,06,2017-06,258.19,260.0,256.42,257.48,4244800,257.48,-0.0011249487516111767,251.5628571428574,220.7426000000001
2017-02-08,2017,2,8,Wednesday,06,2017-06,257.35,263.36,256.2,262.08,3933000,262.08,0.017865369697307232,252.87142857142882,222.0512000000001
2017-02-09,2017,2,9,Thursday,06,2017-06,266.25,271.18,266.15,269.2,7820200,269.2,0.027167376371954877,254.61928571428595,223.51280000000008
2017-02-10,2017,2,10,Friday,06,2017-06,269.79,270.95,266.11,269.23,3619700,269.23,0.00011143676796643298,256.0700000000002,225.1060000000001
2017-02-13,2017,2,13,Monday,07,2017-07,270.74,280.79,270.51,280.6,7029600,280.6,0.04223152937346519,257.9264285714288,226.93000000000012
2017-02-14,2017,2,14,Tuesday,07,2017-07,279.03,287.39,278.61,280.98,7345200,280.98,0.001354258284200771,259.8200000000002,228.91200000000012
2017-02-15,2017,2,15,Wednesday,07,2017-07,280.0,282.24,276.44,279.76,4947900,279.76,-0.004341950220659974,261.7664285714288,230.87780000000012
2017-02-16,2017,2,16,Thursday,07,2017-07,277.6,280.0,268.5,268.95,7077300,268.95,-0.03864025300703289,262.90928571428594,232.52080000000015
2017-02-17,2017,2,17,Friday,07,2017-07,265.8,272.89,264.15,272.23,6257100,272.23,0.012195570293456637,264.4521428571431,234.24840000000015
2017-02-21,2017,2,21,Tuesday,08,2017-08,275.45,281.4,274.01,277.39,5676700,277.39,0.018954573169261968,266.2707142857145,235.93320000000014
2017-02-22,2017,2,22,Wednesday,08,2017-08,280.31,283.45,272.6,273.51,8755000,273.51,-0.01398754345115849,268.0042857142859,237.55760000000012
2017-02-23,2017,2,23,Thursday,08,2017-08,264.0,264.66,255.56,255.99,14915200,255.99,-0.06405617215791881,268.3214285714288,238.8338000000001
2017-02-24,2017,2,24,Friday,08,2017-08,252.66,258.25,250.2,257.0,8171600,257.0,0.003945445076616094,268.72642857142876,240.12520000000012
2017-02-27,2017,2,27,Monday,09,2017-09,248.17,248.36,242.01,246.23,11460800,246.23,-0.04190663141035389,267.9021428571431,241.08680000000012
2017-02-28,2017,2,28,Tuesday,09,2017-09,244.19,251.0,243.9,249.99,6078100,249.99,0.015270315683981739,267.36714285714305,242.1128000000001
2017-03-01,2017,3,1,Wednesday,09,2017-09,254.18,254.85,249.11,250.02,4809500,250.02,0.00011999991454736403,266.5057142857145,243.1616000000001
2017-03-02,2017,3,2,Thursday,09,2017-09,249.71,253.28,248.27,250.48,3351800,250.48,0.0018398186033821151,265.1685714285716,244.1214000000001
2017-03-03,2017,3,3,Friday,09,2017-09,250.74,251.9,249.0,251.57,2919400,251.57,0.00435169121395762,263.90714285714307,245.0982000000001
2017-03-06,2017,3,6,Monday,10,2017-10,247.91,251.7,247.51,251.21,3355500,251.21,-0.0014310156213797054,261.80785714285736,245.94660000000007
2017-03-07,2017,3,7,Tuesday,10,2017-10,251.92,253.89,248.32,248.59,3459500,248.59,-0.010429562143043136,259.4942857142859,246.76440000000005
2017-03-08,2017,3,8,Wednesday,10,2017-10,247.0,250.07,245.32,246.87,3725200,246.87,-0.006919028303798869,257.14500000000027,247.53280000000007
2017-03-09,2017,3,9,Thursday,10,2017-10,247.63,248.66,243.0,244.9,3879300,244.9,-0.007979913556396268,255.4271428571431,248.16400000000004
2017-03-10,2017,3,10,Friday,10,2017-10,246.21,246.5,243.0,243.69,3066300,243.69,-0.004940757391727724,253.38857142857168,248.64720000000005
2017-03-13,2017,3,13,Monday,11,2017-11,244.82,246.85,242.78,246.17,3022600,246.17,0.01017684641426908,251.15857142857172,249.17580000000007
2017-03-14,2017,3,14,Tuesday,11,2017-11,246.11,258.12,246.02,258.0,7598400,258.0,0.048056229106098414,250.05071428571455,250.04220000000004
2017-03-15,2017,3,15,Wednesday,11,2017-11,257.0,261.0,254.27,255.73,5330800,255.73,-0.008798466172329267,250.0321428571431,250.88300000000004
2017-03-16,2017,3,16,Thursday,11,2017-11,262.4,265.75,259.06,262.05,7132200,262.05,0.02471353447392688,250.3928571428574,251.78420000000003
2017-03-17,2017,3,17,Friday,11,2017-11,264.0,265.33,261.2,261.5,6497500,261.5,-0.0020987896149160523,251.48357142857168,252.47440000000003
2017-03-20,2017,3,20,Monday,12,2017-12,260.6,264.55,258.82,261.92,3614300,261.92,0.0016061698957337,252.33571428571454,253.17780000000002
2017-03-21,2017,3,21,Tuesday,12,2017-12,262.83,264.8,250.24,250.68,6908600,250.68,-0.04291394385963687,252.38285714285738,253.61120000000003
2017-03-22,2017,3,22,Wednesday,12,2017-12,251.56,255.07,250.51,255.01,4059300,255.01,0.017273025201715697,252.70642857142883,254.0858
2017-03-23,2017,3,23,Thursday,12,2017-12,255.39,257.67,253.3,254.78,3320200,254.78,-0.0009019086800258203,252.93571428571454,254.584
2017-03-24,2017,3,24,Friday,12,2017-12,255.7,263.89,255.01,263.16,5647300,263.16,0.03289114107450675,253.78928571428597,255.25260000000003
2017-03-27,2017,3,27,Monday,13,2017-13,260.6,270.57,259.75,270.22,6230800,270.22,0.0268277757271147,255.33428571428593,256.0652
2017-03-28,2017,3,28,Tuesday,13,2017-13,277.02,280.68,275.0,277.45,7987600,277.45,0.026756017147757216,257.51857142857165,256.85920000000004
2017-03-29,2017,3,29,Wednesday,13,2017-13,278.34,279.6,275.54,277.38,3676200,277.38,-0.0002523240985352615,259.83857142857164,257.6952
2017-03-30,2017,3,30,Thursday,13,2017-13,278.04,282.0,277.21,277.92,4148400,277.92,0.0019468185716919884,262.28357142857163,258.4864
2017-03-31,2017,3,31,Friday,13,2017-13,278.73,279.68,276.32,278.3,3294600,278.3,0.001367207638442336,264.57857142857165,259.17719999999997
2017-04-03,2017,4,3,Monday,14,2017-14,286.9,299.0,284.58,298.52,13888600,298.52,0.07265541540643206,267.4728571428574,260.253
2017-04-04,2017,4,4,Tuesday,14,2017-14,296.89,304.81,294.53,303.7,10134600,303.7,0.017352349537712586,270.8992857142859,261.34860000000003
2017-04-05,2017,4,5,Wednesday,14,2017-14,302.04,304.88,294.2,295.0,7880900,295.0,-0.02864672985623884,273.25285714285735,262.1564
2017-04-06,2017,4,6,Thursday,14,2017-14,296.88,301.94,294.1,298.7,5520600,298.7,0.012542414261122792,275.9100000000002,263.041
2017-04-07,2017,4,7,Friday,14,2017-14,297.5,302.69,297.15,302.54,4579600,302.54,0.012855695282761204,278.81142857142873,264.0416
2017-04-10,2017,4,10,Monday,15,2017-15,309.15,313.73,308.71,312.39,7664500,312.39,0.03255769757821336,283.21928571428595,265.23040000000003
2017-04-11,2017,4,11,Tuesday,15,2017-15,313.38,313.47,305.5,308.71,5724600,308.71,-0.011780220304099198,287.0550000000002,266.392
2017-04-12,2017,4,12,Wednesday,15,2017-15,306.34,308.45,296.32,296.84,6050700,296.84,-0.038450310795706044,290.05928571428586,267.2902
2017-04-13,2017,4,13,Thursday,15,2017-15,296.7,307.39,295.3,304.0,9284600,304.0,0.024120751079511615,292.9764285714287,268.3854
2017-04-17,2017,4,17,Monday,16,2017-16,302.7,304.0,298.68,301.44,4138700,301.44,-0.008421044600637306,295.20642857142866,269.38320000000004
2017-04-18,2017,4,18,Tuesday,16,2017-16,299.7,300.84,297.9,300.25,3035700,300.25,-0.00394772568925239,296.8350000000001,270.3616
2017-04-19,2017,4,19,Wednesday,16,2017-16,302.46,306.62,302.11,305.52,3898000,305.52,0.01755200337609275,298.8450000000001,271.31660000000005
2017-04-20,2017,4,20,Thursday,16,2017-16,306.51,309.15,300.23,302.51,6149400,302.51,-0.00985198794279929,300.60142857142864,272.21720000000005
2017-04-21,2017,4,21,Friday,16,2017-16,302.0,306.4,300.42,305.6,4509800,305.6,0.010214525926876439,302.55142857142863,273.08760000000007
2017-04-24,2017,4,24,Monday,17,2017-17,309.22,310.55,306.02,308.03,5083500,308.03,0.007951546555133637,303.2307142857144,273.86420000000004
2017-04-25,2017,4,25,Tuesday,17,2017-17,308.0,313.98,305.86,313.79,6737700,313.79,0.018699509101228973,303.95142857142866,274.75540000000007
2017-04-26,2017,4,26,Wednesday,17,2017-17,312.37,314.5,309.0,310.17,4695000,310.17,-0.011536361957392494,305.03500000000014,275.3468000000001
2017-04-27,2017,4,27,Thursday,17,2017-17,311.69,313.09,307.5,308.63,3468600,308.63,-0.004965046517240723,305.74428571428587,275.8998000000001
2017-04-28,2017,4,28,Friday,17,2017-17,309.83,314.8,308.0,314.07,4505500,314.07,0.017626291531414262,306.56785714285724,276.58600000000007
2017-05-01,2017,5,1,Monday,18,2017-18,314.88,327.25,314.81,322.83,8829600,322.83,0.027891804514156737,307.3135714285715,277.66360000000003
2017-05-02,2017,5,2,Tuesday,18,2017-18,324.0,327.66,316.56,318.89,5382800,318.89,-0.012204479409307134,308.0407142857144,278.59680000000003
2017-05-03,2017,5,3,Wednesday,18,2017-18,317.67,321.53,310.45,311.02,7133400,311.02,-0.02467943577174092,309.05357142857156,279.2694000000001
2017-05-04,2017,5,4,Thursday,18,2017-18,307.44,307.77,290.76,295.46,14152000,295.46,-0.05002893096337213,308.44357142857154,279.70840000000004
2017-05-05,2017,5,5,Friday,18,2017-18,298.0,308.55,296.8,308.35,8177300,308.35,0.04362693772837711,308.93714285714304,280.7556000000001
2017-05-08,2017,5,8,Monday,19,2017-19,310.9,313.79,305.82,307.19,7006500,307.19,-0.0037619706150417986,309.4328571428573,281.7594000000001
2017-05-09,2017,5,9,Tuesday,19,2017-19,309.38,321.99,309.1,321.26,9676500,321.26,0.04580229568799998,310.55714285714305,283.26000000000005
2017-05-10,2017,5,10,Wednesday,19,2017-19,321.56,325.5,318.12,325.22,5741600,325.22,0.012326437573002336,312.1792857142859,284.7646000000001
2017-05-11,2017,5,11,Thursday,19,2017-19,323.4,326.0,319.6,323.1,4753800,323.1,-0.006518649250446318,313.4292857142859,286.22620000000006
2017-05-12,2017,5,12,Friday,19,2017-19,325.48,327.0,321.53,324.81,4121600,324.81,0.0052924525619795215,314.6278571428574,287.7128000000001
2017-05-15,2017,5,15,Monday,20,2017-20,318.38,320.2,312.53,315.88,7622000,315.88,-0.027492973562706746,314.77714285714313,288.999
2017-05-16,2017,5,16,Tuesday,20,2017-20,317.59,320.06,315.14,317.01,4152500,317.01,0.003577323240930408,315.2657142857146,290.31500000000005
2017-05-17,2017,5,17,Wednesday,20,2017-20,314.39,314.63,305.5,306.11,6711900,306.11,-0.03438384933687488,315.0857142857145,291.4654000000001
2017-05-18,2017,5,18,Thursday,20,2017-20,307.0,313.94,305.31,313.06,5653800,313.06,0.02270429760417403,315.0135714285717,292.78920000000005
2017-05-19,2017,5,19,Friday,20,2017-20,315.5,316.5,310.2,310.83,4687600,310.83,-0.007123270311502283,314.1564285714289,294.10780000000005
2017-05-22,2017,5,22,Monday,21,2017-21,312.8,314.37,306.8,310.35,4329200,310.35,-0.0015441897161952989,313.54642857142886,295.44100000000003
2017-05-23,2017,5,23,Tuesday,21,2017-21,310.46,310.73,303.48,303.86,4318400,303.86,-0.02091194014601827,313.03500000000025,296.5948000000001
2017-05-24,2017,5,24,Wednesday,21,2017-21,306.51,311.0,305.4,310.22,5033300,310.22,0.02093074500014258,314.08928571428595,297.6392000000001
2017-05-25,2017,5,25,Thursday,21,2017-21,311.02,316.97,307.81,316.83,5014000,316.83,0.02130741191912988,314.6950000000002,298.86120000000005
2017-05-26,2017,5,26,Friday,21,2017-21,317.28,325.49,316.31,325.14,7802200,325.14,0.02622866656681322,315.9771428571431,300.12300000000005
2017-05-30,2017,5,30,Tuesday,22,2017-22,326.0,336.28,325.76,335.1,7782900,335.1,0.030632930449509654,316.96571428571457,301.5950000000001
2017-05-31,2017,5,31,Wednesday,22,2017-22,337.69,342.89,335.16,341.01,9963400,341.01,0.017636537017202247,318.0935714285717,303.17680000000007
2017-06-01,2017,6,1,Thursday,22,2017-22,344.0,344.88,337.29,340.37,7608000,340.37,-0.0018768207093902145,319.3271428571431,304.9706000000001
2017-06-02,2017,6,2,Friday,22,2017-22,339.77,342.88,335.93,339.85,5590200,339.85,-0.0015277169584023698,320.4014285714288,306.6674000000001
2017-06-05,2017,6,5,Monday,23,2017-23,338.5,348.44,334.21,347.32,6784400,347.32,0.021980288617172494,322.6471428571431,308.5182000000001
2017-06-06,2017,6,6,Tuesday,23,2017-23,344.7,359.49,339.97,352.85,11086800,352.85,0.0159219125379515,325.2071428571431,310.31200000000007
2017-06-07,2017,6,7,Wednesday,23,2017-23,356.34,360.5,355.14,359.65,9398000,359.65,0.019271610246122117,329.0314285714288,312.1006000000001
2017-06-08,2017,6,8,Thursday,23,2017-23,363.75,371.9,360.22,370.0,9061500,370.0,0.028777996049388577,333.09857142857163,313.9516000000001
2017-06-09,2017,6,9,Friday,23,2017-23,374.42,376.87,354.8,357.32,17261400,357.32,-0.034270250475084474,336.4192857142859,315.5504000000001
2017-06-12,2017,6,12,Monday,24,2017-24,357.99,364.5,350.62,359.01,10517700,359.01,0.0047296608271722995,339.89500000000015,317.1722000000001
2017-06-13,2017,6,13,Tuesday,24,2017-24,367.62,376.0,366.61,375.95,11807900,375.95,0.047185320689151045,345.0442857142859,319.1252000000001
2017-06-14,2017,6,14,Wednesday,24,2017-24,381.09,384.25,376.31,380.66,12818400,380.66,0.01252823860126484,350.07571428571447,320.7680000000001
2017-06-15,2017,6,15,Thursday,24,2017-24,372.5,375.46,366.49,375.34,10426500,375.34,-0.013975745476378032,354.25500000000017,322.2008000000001
2017-06-16,2017,6,16,Friday,24,2017-24,377.98,378.01,370.1,371.4,6731000,371.4,-0.010497155858283147,357.55928571428586,323.7288000000001
2017-06-19,2017,6,19,Monday,25,2017-25,375.0,376.7,367.8,369.8,6549300,369.8,-0.004308040198733987,360.03785714285726,325.1508000000001
2017-06-20,2017,6,20,Tuesday,25,2017-25,376.67,378.88,369.73,372.24,7438700,372.24,0.006598167987967196,362.26857142857153,326.5448000000001
2017-06-21,2017,6,21,Wednesday,25,2017-25,374.35,376.99,368.02,376.4,4923200,376.4,0.011175595774892688,364.8421428571429,327.82500000000016
2017-06-22,2017,6,22,Thursday,25,2017-25,377.99,385.0,373.57,382.61,7529800,382.61,0.016498383516940107,367.8964285714286,329.30300000000017
2017-06-23,2017,6,23,Friday,25,2017-25,382.45,386.99,379.35,383.45,6445800,383.45,0.0021955173352228297,370.4771428571429,331.0352000000002
2017-06-26,2017,6,26,Monday,26,2017-26,386.69,386.95,373.1,377.49,6604100,377.49,-0.015543152387326953,372.2371428571428,332.5050000000002
2017-06-27,2017,6,27,Tuesday,26,2017-26,376.4,376.4,362.02,362.37,6996400,362.37,-0.04005402926790147,372.43142857142857,333.7236000000002
2017-06-28,2017,6,28,Wednesday,26,2017-26,366.68,371.74,362.52,371.24,6302500,371.24,0.024477730597752823,372.52,335.14340000000027
2017-06-29,2017,6,29,Thursday,26,2017-26,370.61,371.0,354.1,360.75,8221000,360.75,-0.02825662781574889,372.765,336.2480000000003
2017-06-30,2017,6,30,Friday,26,2017-26,363.71,366.77,359.62,361.61,5848500,361.61,0.0023838817784129773,372.95071428571424,337.4300000000003
2017-07-03,2017,7,3,Monday,27,2017-27,370.24,371.35,351.5,352.62,6305400,352.62,-0.024861012136141114,371.28428571428566,338.3704000000003
2017-07-05,2017,7,5,Wednesday,27,2017-27,347.2,347.24,326.33,327.09,17046700,327.09,-0.0724008823459158,367.4578571428571,338.75160000000034
2017-07-06,2017,7,6,Thursday,27,2017-27,317.26,320.79,306.3,308.83,19324500,308.83,-0.055825644226557225,362.70714285714286,338.65240000000034
2017-07-07,2017,7,7,Friday,27,2017-27,313.5,317.0,307.38,313.22,14176900,313.22,0.014214988308495213,358.5514285714286,338.7134000000004
2017-07-10,2017,7,10,Monday,28,2017-28,312.9,317.94,303.13,316.05,13820900,316.05,0.009035140033319733,354.71214285714285,338.86180000000036
2017-07-11,2017,7,11,Tuesday,28,2017-28,316.0,327.28,314.3,327.22,11559400,327.22,0.03534255294783106,351.4964285714286,339.1248000000004
2017-07-12,2017,7,12,Wednesday,28,2017-28,330.4,333.1,324.5,329.52,10346100,329.52,0.007028872881818193,348.1478571428573,339.25860000000034
2017-07-13,2017,7,13,Thursday,28,2017-28,330.11,331.6,319.97,323.41,8594500,323.41,-0.01854207803857688,343.9192857142858,339.3490000000004
2017-07-14,2017,7,14,Friday,28,2017-28,323.19,328.42,321.22,327.78,5625200,327.78,0.013512244728685507,339.94285714285724,339.6842000000004
2017-07-17,2017,7,17,Monday,29,2017-29,325.54,327.1,313.45,319.57,9876900,319.57,-0.02504726183920125,335.8057142857144,340.16640000000035
2017-07-18,2017,7,18,Tuesday,29,2017-29,317.5,329.13,315.66,328.24,6373700,328.24,0.027130152115183215,333.36785714285725,340.5642000000004
2017-07-19,2017,7,19,Wednesday,29,2017-29,328.23,331.65,323.22,325.26,6357000,325.26,-0.009078663652841934,330.0835714285716,340.92560000000043
2017-07-20,2017,7,20,Thursday,29,2017-29,326.9,330.22,324.2,329.92,5166200,329.92,0.014327010767377413,327.8814285714287,341.09880000000044
2017-07-21,2017,7,21,Friday,29,2017-29,329.46,331.26,325.8,328.4,4901600,328.4,-0.004607236510018375,325.50928571428585,341.1624000000004
2017-07-24,2017,7,24,Monday,30,2017-30,330.24,343.4,330.01,342.52,8637100,342.52,0.04299633185023222,324.78785714285726,341.55080000000044
2017-07-25,2017,7,25,Tuesday,30,2017-30,345.0,345.6,334.15,339.6,6989200,339.6,-0.008525000011137207,325.6814285714287,341.8466000000004
2017-07-26,2017,7,26,Wednesday,30,2017-30,340.36,345.5,338.12,343.85,4820800,343.85,0.01251472297884626,328.1828571428573,342.40600000000035
2017-07-27,2017,7,27,Thursday,30,2017-30,346.0,347.5,326.29,334.46,8302400,334.46,-0.02730846148541477,329.70000000000016,342.75500000000034
2017-07-28,2017,7,28,Friday,30,2017-30,336.89,339.6,332.51,335.07,4880400,335.07,0.001823882929873788,331.05857142857155,343.33420000000035
2017-07-31,2017,7,31,Monday,31,2017-31,335.5,341.49,321.04,323.47,8535100,323.47,-0.034619649177645706,330.7907142857144,343.5424000000003
2017-08-01,2017,8,1,Tuesday,31,2017-31,323.0,324.45,316.13,319.57,8303100,319.57,-0.012056740599643456,330.08000000000004,343.7172000000003
2017-08-02,2017,8,2,Wednesday,31,2017-31,318.94,327.12,311.22,325.89,13091500,325.89,0.019776597238071902,330.2571428571429,344.0280000000003
2017-08-03,2017,8,3,Thursday,31,2017-31,345.33,350.0,343.15,347.09,13535000,347.09,0.06505256600857545,331.63642857142867,344.8926000000003
2017-08-04,2017,8,4,Friday,31,2017-31,347.0,357.27,343.3,356.91,9268900,356.91,0.028292395136214177,334.30357142857156,345.82640000000026
2017-08-07,2017,8,7,Monday,32,2017-32,357.35,359.48,352.75,355.17,6324500,355.17,-0.004875151204846162,336.227142857143,346.5932000000002
2017-08-08,2017,8,8,Tuesday,32,2017-32,357.53,368.58,357.4,365.22,7449800,365.22,0.02829627337053786,339.0814285714287,347.39480000000026
2017-08-09,2017,8,9,Wednesday,32,2017-32,361.0,370.0,358.95,363.53,6892100,363.53,-0.004627354569184616,341.482142857143,347.96340000000026
2017-08-10,2017,8,10,Thursday,32,2017-32,361.6,366.65,354.66,355.4,7092900,355.4,-0.022364054988893267,343.4107142857144,348.2512000000003
2017-08-11,2017,8,11,Friday,32,2017-32,356.97,361.26,353.62,357.87,4365800,357.87,0.006949919142155592,344.50714285714304,348.6012000000003
2017-08-14,2017,8,14,Monday,33,2017-33,364.63,367.66,362.6,363.8,4519200,363.8,0.01657024270458729,346.23571428571444,349.08020000000033
2017-08-15,2017,8,15,Tuesday,33,2017-33,365.2,365.49,359.37,362.33,3085100,362.33,-0.004040685184243831,347.5557142857144,349.38040000000035
2017-08-16,2017,8,16,Wednesday,33,2017-33,363.0,366.5,362.52,362.91,3413800,362.91,0.001600797922719277,349.5878571428572,349.5816000000004
2017-08-17,2017,8,17,Thursday,33,2017-33,361.21,363.3,351.59,351.92,5027700,351.92,-0.0302829630582665,350.7914285714287,349.42700000000036
2017-08-18,2017,8,18,Friday,33,2017-33,352.91,354.0,345.8,347.46,5408200,347.46,-0.012673396801776704,352.5050000000001,348.9762000000003
2017-08-21,2017,8,21,Monday,34,2017-34,345.82,345.82,331.85,337.86,6495400,337.86,-0.02762909785185086,353.8114285714287,348.58700000000033
2017-08-22,2017,8,22,Tuesday,34,2017-34,341.13,342.24,337.37,341.35,4322000,341.35,0.010329784239828,354.9157142857144,348.2338000000003
2017-08-23,2017,8,23,Wednesday,34,2017-34,338.99,353.49,338.3,352.77,4954500,352.77,0.03345534702200381,355.3214285714287,347.77020000000033
2017-08-24,2017,8,24,Thursday,34,2017-34,352.52,356.66,349.74,352.93,4584700,352.93,0.0004535637018237004,355.037142857143,347.21560000000034
2017-08-25,2017,8,25,Friday,34,2017-34,354.24,355.69,347.3,348.05,3484000,348.05,-0.013827118646998926,354.5285714285716,346.66980000000035
2017-08-28,2017,8,28,Monday,35,2017-35,347.28,347.35,339.72,345.66,3764000,345.66,-0.00686678412493158,353.1314285714287,346.1550000000003
2017-08-29,2017,8,29,Tuesday,35,2017-35,339.48,349.05,338.75,347.36,4073700,347.36,0.004918074615062773,351.9764285714287,345.7062000000003
2017-08-30,2017,8,30,Wednesday,35,2017-35,349.67,353.47,347.0,353.18,3412900,353.18,0.016754973427144604,351.81785714285735,345.3250000000003
2017-08-31,2017,8,31,Thursday,35,2017-35,353.55,358.44,352.82,355.9,4072800,355.9,0.007701458964579855,351.677142857143,344.9150000000003
2017-09-01,2017,9,1,Friday,35,2017-35,356.12,357.59,353.69,355.4,3049500,355.4,-0.0014048890378610679,351.077142857143,344.3708000000003
2017-09-05,2017,9,5,Tuesday,36,2017-36,353.8,355.49,345.89,349.59,3835100,349.59,-0.01634777056379466,350.167142857143,343.6936000000003
2017-09-06,2017,9,6,Wednesday,36,2017-36,349.5,350.98,341.56,344.53,4091400,344.53,-0.014474091397349675,348.8542857142858,343.03440000000023
2017-09-07,2017,9,7,Thursday,36,2017-36,345.98,352.48,343.45,350.61,4239200,350.61,0.01764719064757081,348.7607142857144,342.79920000000027
2017-09-08,2017,9,8,Friday,36,2017-36,348.99,349.78,342.3,343.4,3263500,343.4,-0.020564136095121643,348.47071428571434,342.24240000000026
2017-09-11,2017,9,11,Monday,37,2017-37,351.35,363.71,350.0,363.69,7667100,363.69,0.059085640377262605,350.31571428571436,342.3012000000002
2017-09-12,2017,9,12,Tuesday,37,2017-37,364.49,368.76,360.4,362.75,5972900,362.75,-0.0025846254642584165,351.8442857142858,342.32400000000024
2017-09-13,2017,9,13,Wednesday,37,2017-37,363.82,368.07,359.59,366.23,4185200,366.23,0.009593414159415836,352.8057142857143,342.59620000000024
2017-09-14,2017,9,14,Thursday,37,2017-37,364.33,377.96,362.63,377.64,7202500,377.64,0.031155293995104527,354.57071428571436,343.6072000000002
2017-09-15,2017,9,15,Friday,37,2017-37,374.51,380.0,372.7,379.81,5420500,379.81,0.0057461678476429245,356.8392857142858,345.0268000000002
2017-09-18,2017,9,18,Monday,38,2017-38,380.25,389.61,377.68,385.0,7188000,385.0,0.013664733616196134,359.6492857142858,346.4624000000002
2017-09-19,2017,9,19,Tuesday,38,2017-38,380.0,382.39,373.57,375.1,6451900,375.1,-0.02571426986099834,361.6307142857144,347.64340000000016
2017-09-20,2017,9,20,Wednesday,38,2017-38,373.0,378.25,371.07,373.91,4919100,373.91,-0.003172493793769382,363.1114285714287,348.5772000000002
2017-09-21,2017,9,21,Thursday,38,2017-38,374.9,376.83,364.51,366.48,4618200,366.48,-0.01987107219119899,363.86714285714294,349.31640000000016
2017-09-22,2017,9,22,Friday,38,2017-38,366.49,369.9,350.88,351.09,8159400,351.09,-0.041994144802106614,363.55928571428586,349.8700000000001
2017-09-25,2017,9,25,Monday,39,2017-39,353.15,357.47,342.88,344.99,7605900,344.99,-0.017374479954264888,363.2307142857144,350.2142000000002
2017-09-26,2017,9,26,Tuesday,39,2017-39,350.93,351.24,340.9,345.25,7156300,345.25,0.0007536733615034485,363.28214285714296,350.72780000000023
2017-09-27,2017,9,27,Wednesday,39,2017-39,349.9,351.49,340.5,340.97,6060300,340.97,-0.012396810367261035,362.5935714285716,350.9824000000002
2017-09-28,2017,9,28,Thursday,39,2017-39,339.88,342.75,335.4,339.6,5319600,339.6,-0.004017934458406258,362.3221428571431,351.2692000000002
2017-09-29,2017,9,29,Friday,39,2017-39,341.86,344.68,338.6,341.1,5107100,341.1,0.004416961051357582,360.7085714285717,351.4928000000002
2017-10-02,2017,10,2,Monday,40,2017-40,342.52,343.7,335.51,341.53,5286800,341.53,0.0012606058870920922,359.1928571428574,351.7554000000002
2017-10-03,2017,10,3,Tuesday,40,2017-40,335.9,348.55,331.28,348.14,10153600,348.14,0.019354129630680283,357.90071428571457,351.86780000000016
2017-10-04,2017,10,4,Wednesday,40,2017-40,351.25,358.62,349.6,355.01,8163500,355.01,0.019733425714148378,356.284285714286,352.17600000000016
2017-10-05,2017,10,5,Thursday,40,2017-40,356.0,357.44,351.35,355.33,4171700,355.33,0.0009013177032721753,354.53571428571456,352.4056000000002
2017-10-06,2017,10,6,Friday,40,2017-40,353.1,360.1,352.25,356.88,4297500,356.88,0.004362193929927871,352.52714285714313,352.8540000000002
2017-10-09,2017,10,9,Monday,41,2017-41,349.65,351.75,342.67,342.94,7493700,342.94,-0.03906075501759665,350.2300000000002,353.0114000000002
2017-10-10,2017,10,10,Tuesday,41,2017-41,346.8,355.63,345.53,355.59,6978500,355.59,0.036886900934357314,348.9214285714288,353.6538000000002
2017-10-11,2017,10,11,Wednesday,41,2017-41,353.89,357.6,351.15,354.6,4500800,354.6,-0.002784077855312539,348.07285714285746,354.35440000000017
2017-10-12,2017,10,12,Thursday,41,2017-41,352.95,359.78,352.64,355.68,4087000,355.68,0.0030456473594937528,348.40071428571457,354.95020000000017
2017-10-13,2017,10,13,Friday,41,2017-41,356.98,358.49,353.68,355.57,3540500,355.57,-0.00030922557868684475,349.1564285714289,355.11980000000017
2017-10-16,2017,10,16,Monday,42,2017-42,353.76,354.48,347.16,350.6,5375500,350.6,-0.013977560306911219,349.53857142857174,354.99360000000013
2017-10-17,2017,10,17,Tuesday,42,2017-42,350.91,356.22,350.07,355.75,3293300,355.75,0.014689086727978529,350.594285714286,355.0052000000002
2017-10-18,2017,10,18,Wednesday,42,2017-42,355.97,363.0,354.13,359.65,4939100,359.65,0.010962737586744487,352.0264285714288,354.89380000000017
2017-10-19,2017,10,19,Thursday,42,2017-42,355.56,357.15,348.2,351.81,5061800,351.81,-0.02179896140953963,352.7914285714288,354.65940000000023
2017-10-20,2017,10,20,Friday,42,2017-42,352.69,354.55,344.34,345.1,4930400,345.1,-0.01907277081846026,353.04642857142886,354.45340000000016
2017-10-23,2017,10,23,Monday,43,2017-43,349.88,349.95,336.25,337.02,5747300,337.02,-0.023413552439695118,352.2521428571431,354.0364000000002
2017-10-24,2017,10,24,Tuesday,43,2017-43,338.8,342.8,336.16,337.34,4491700,337.34,0.0009495203093303761,350.99000000000024,353.50720000000024
2017-10-25,2017,10,25,Wednesday,43,2017-43,336.7,337.5,323.56,325.84,8594100,325.84,-0.03409023574092063,348.88357142857166,352.77740000000017
2017-10-26,2017,10,26,Thursday,43,2017-43,327.78,330.23,323.2,326.17,5023500,326.17,0.0010128194621679132,346.6900000000002,352.04260000000016
2017-10-27,2017,10,27,Friday,43,2017-43,319.75,324.59,316.66,320.87,6979700,320.87,-0.01624925067405414,345.1135714285717,351.4216000000002
