,index,Date,Year,Month,Day,Weekday,Week_Number,Year_Week,Open,High,Low,Close,Volume,Adj Close,Return,Short_MA,Long_MA,Profit/Loss,Account Balance
49,1056,2018-03-14,2018,3,14,Wednesday,10,2018-10,336.76,339.81,323.93,326.63,7967400,326.63,-0.04449447583086175,338.119285714286,336.4034000000004,0.0,124.17018566199387
50,1057,2018-03-15,2018,3,15,Thursday,10,2018-10,329.38,332.85,321.1,325.6,6564800,325.6,-0.003153411394848482,336.2300000000003,336.5048000000004,0.0,124.17018566199387
51,1058,2018-03-16,2018,3,16,Friday,10,2018-10,322.93,327.4,319.07,321.35,6117300,321.35,-0.013052825308144556,333.65357142857175,336.5868000000004,0.0,124.17018566199387
52,1059,2018-03-19,2018,3,19,Monday,11,2018-11,316.5,320.75,309.67,313.56,7484300,313.56,-0.0242415073812462,330.98000000000036,336.56560000000036,0.0,124.17018566199387
53,1060,2018-03-20,2018,3,20,Tuesday,11,2018-11,314.87,316.25,308.76,310.55,4764300,310.55,-0.00959946992301697,328.6578571428575,336.4450000000004,0.0,124.17018566199387
54,1061,2018-03-21,2018,3,21,Wednesday,11,2018-11,310.25,322.44,310.19,316.53,5958400,316.53,0.01925619456251515,327.629285714286,336.0474000000003,0.0,124.17018566199387
55,1062,2018-03-22,2018,3,22,Thursday,11,2018-11,313.89,318.82,308.18,309.1,4939800,309.1,-0.023473265423293643,325.77071428571463,335.55560000000037,0.0,124.17018566199387
56,1063,2018-03-23,2018,3,23,Friday,11,2018-11,311.25,311.25,300.45,301.54,6654900,301.54,-0.024458095792019963,323.4985714285717,334.8904000000004,0.0,124.17018566199387
57,1064,2018-03-26,2018,3,26,Monday,12,2018-12,307.34,307.59,291.36,304.18,8375200,304.18,0.00875500449707678,321.7828571428575,334.2150000000004,1.087110533873615,125.25729619586748
58,1065,2018-03-27,2018,3,27,Tuesday,12,2018-12,304.0,304.27,277.18,279.18,13872000,279.18,-0.08218818003144257,317.9885714285718,333.07420000000036,-10.294669209997684,114.9626269858698
59,1066,2018-03-28,2018,3,28,Wednesday,12,2018-12,264.58,268.68,252.1,257.78,21001400,257.78,-0.0766530355251378,312.894285714286,331.4286000000003,-8.812234330411044,106.15039265545876
60,1067,2018-03-29,2018,3,29,Thursday,12,2018-12,256.49,270.96,248.21,266.13,15170700,266.13,0.03239198596887505,308.534285714286,329.8080000000004,3.438422029486197,109.58881468494495
61,1068,2018-04-02,2018,4,2,Monday,13,2018-13,256.26,260.33,244.59,252.48,16114000,252.48,-0.051290756039643386,301.889285714286,327.9662000000003,-5.6208931586792,103.96792152626576
62,1069,2018-04-03,2018,4,3,Tuesday,13,2018-13,269.82,273.35,254.49,267.53,18844400,267.53,0.05960869497161614,296.5814285714288,326.31640000000027,6.197392121092099,110.16531364735785
63,1070,2018-04-04,2018,4,4,Wednesday,13,2018-13,252.78,288.37,252.0,286.94,19896700,286.94,0.07255262494178072,293.74642857142874,325.0240000000003,7.9927826826503905,118.15809633000823
64,1071,2018-04-05,2018,4,5,Thursday,13,2018-13,289.34,306.26,288.2,305.72,19121100,305.72,0.06544921802296201,292.3264285714288,324.08260000000024,7.733355007880856,125.8914513378891
65,1072,2018-04-06,2018,4,6,Friday,13,2018-13,301.0,309.28,295.5,299.3,13520300,299.3,-0.02099965132179782,290.7514285714288,323.1508000000003,-2.6436765824907487,123.24777475539834
66,1073,2018-04-09,2018,4,9,Monday,14,2018-14,300.37,309.5,289.21,289.66,10249800,289.66,-0.032208434761205273,289.04428571428593,322.19120000000026,0.0,123.24777475539834
67,1074,2018-04-10,2018,4,10,Tuesday,14,2018-14,298.97,307.1,293.68,304.7,10989800,304.7,0.051922972984790094,288.6264285714288,321.4282000000003,0.0,123.24777475539834
68,1075,2018-04-11,2018,4,11,Wednesday,14,2018-14,300.74,308.98,299.66,300.93,7482900,300.93,-0.012372889334472448,287.51214285714315,320.45620000000025,0.0,123.24777475539834
69,1076,2018-04-12,2018,4,12,Thursday,14,2018-14,302.32,303.95,293.68,294.08,7608800,294.08,-0.022762789586399768,286.43928571428603,319.4214000000003,0.0,123.24777475539834
70,1077,2018-04-13,2018,4,13,Friday,14,2018-14,303.6,303.95,295.98,300.34,7327200,300.34,0.02128675888009357,286.3535714285717,318.34200000000027,0.0,123.24777475539834
71,1078,2018-04-16,2018,4,16,Monday,15,2018-15,299.0,299.66,289.01,291.21,6338500,291.21,-0.030398897896173005,285.4271428571431,317.1812000000002,-3.746596520719883,119.50117823467846
72,1079,2018-04-17,2018,4,17,Tuesday,15,2018-15,288.87,292.17,282.51,287.69,7000000,287.69,-0.012087459623496,286.03500000000025,316.0600000000003,-1.444465666871875,118.05671256780658
73,1080,2018-04-18,2018,4,18,Wednesday,15,2018-15,291.08,300.24,288.16,293.35,6557700,293.35,0.01967396716631531,288.5757142857146,315.26440000000025,2.3226438868221506,120.37935645462873
74,1081,2018-04-19,2018,4,19,Thursday,15,2018-15,291.08,301.01,288.55,300.08,6090600,300.08,0.02294181124501216,291.0007142857145,314.5866000000003,2.7617204735781287,123.14107692820686
75,1082,2018-04-20,2018,4,20,Friday,15,2018-15,295.17,299.98,289.75,290.24,5627900,290.24,-0.032791244928694896,293.69785714285746,313.4914000000003,-4.037949214336091,119.10312771387076
76,1083,2018-04-23,2018,4,23,Monday,16,2018-16,291.29,291.62,282.33,283.37,4893400,283.37,-0.023670050125207842,294.829285714286,312.8542000000004,0.0,119.10312771387076
77,1084,2018-04-24,2018,4,24,Tuesday,16,2018-16,285.0,287.09,278.46,283.46,5685300,283.46,0.00031759303892919816,294.58071428571463,312.3150000000003,0.0,119.10312771387076
78,1085,2018-04-25,2018,4,25,Wednesday,16,2018-16,283.5,285.16,277.25,280.69,4013600,280.69,-0.009772063420494527,292.79285714285743,311.6142000000003,0.0,119.10312771387076
79,1086,2018-04-26,2018,4,26,Thursday,16,2018-16,278.75,285.79,276.5,285.48,4356000,285.48,0.017065119894755787,291.8057142857145,310.8506000000003,0.0,119.10312771387076
80,1087,2018-04-27,2018,4,27,Friday,16,2018-16,285.37,294.47,283.83,294.08,4364600,294.08,0.03012461557719837,292.1214285714288,310.2860000000003,0.0,119.10312771387076
81,1088,2018-04-30,2018,4,30,Monday,17,2018-17,293.61,298.73,292.5,293.9,4228200,293.9,-0.0006120534684430634,291.35000000000025,309.4826000000004,-0.07289748241969175,119.03023023145107
82,1089,2018-05-01,2018,5,1,Tuesday,17,2018-17,293.51,300.82,293.22,299.92,4625600,299.92,0.02048322441738581,291.2778571428574,308.7712000000003,2.4381229182839133,121.46835314973498
